time,mag,latitude,longitude,depth,,
2020-05-11T17:00:19.180Z,0.95,33.0216667,-116.0028333,9.36,,
2020-05-11T16:58:53.110Z,0.39,33.4623333,-116.4546667,11.4,,
2020-05-11T16:58:15.580Z,1.13,32.919,-116.2503333,8.88,,
2020-05-11T16:43:59.818Z,2.2,63.8543,-149.2543,115.5,,
2020-05-11T16:40:54.560Z,3.1,33.4975,-116.5041667,12.49,,
2020-05-11T16:39:00.650Z,2.14,19.2111664,-155.3825073,32.08,,
2020-05-11T16:38:40.165Z,0.6,37.9871,-118.7034,7,,
2020-05-11T16:36:13.570Z,1.06,33.0183333,-116.0106667,9.6,,
2020-05-11T16:24:48.250Z,2.38,18.8688335,-155.1978302,10.5,,
2020-05-11T16:21:24.775Z,4.7,1.6619,126.4062,32.18,,
2020-05-11T16:09:35.490Z,3.11,18.8863333,-155.216,12.11,,
2020-05-11T16:00:34.990Z,1.37,38.8366661,-122.8075027,2.56,,
2020-05-11T15:58:00.701Z,1.4,61.7205,-150.8339,56.2,,
2020-05-11T15:57:34.020Z,0.99,33.6695,-116.7468333,16.2,,
2020-05-11T15:54:50.420Z,0.91,33.5948333,-116.8086667,4.68,,
2020-05-11T15:42:31.960Z,2.59,44.3431667,-114.8815,8.24,,
2020-05-11T15:40:06.090Z,2.28,19.3201675,-155.2194977,6.36,,
2020-05-11T15:28:41.472Z,1,60.707,-146.6384,10.1,,
2020-05-11T15:22:27.670Z,0.9,42.0105,-112.4583333,9.31,,
2020-05-11T15:22:03.930Z,1.4,63.0038,-149.8079,84.7,,
2020-05-11T15:15:35.114Z,1.1,63.7235,-148.9222,28.5,,
2020-05-11T15:09:04.913Z,1.2,63.1896,-151.134,9.2,,
2020-05-11T15:08:39.939Z,0.9,65.3165,-157.1529,14.9,,
2020-05-11T14:59:52.210Z,1.79,35.6575,-117.4476667,6.16,,
2020-05-11T14:58:47.200Z,0.74,33.5946667,-116.8095,4.66,,
2020-05-11T14:53:08.330Z,0.92,35.8663333,-117.6515,8.98,,
2020-05-11T14:52:45.824Z,0.9,62.2275,-149.1888,42.5,,
2020-05-11T14:49:12.410Z,2.76,33.0995,-92.6018333,11.8,,
2020-05-11T14:48:39.210Z,2.01,19.2026672,-155.3865051,31.37,,
2020-05-11T14:45:26.957Z,2,59.9962,-152.7415,107.1,,
2020-05-11T14:42:44.930Z,0.65,35.6926667,-117.5053333,7.52,,
2020-05-11T14:42:11.770Z,1.1,62.3566,-151.234,91.3,,
2020-05-11T14:39:53.820Z,1.14,33.0176667,-116.0156667,4.68,,
2020-05-11T14:30:49.040Z,1.2,33.0168333,-116.0063333,2.57,,
2020-05-11T14:24:50.290Z,2.28,19.2058334,-155.4140015,33.13,,
2020-05-11T14:18:18.630Z,0.48,44.8033333,-110.9963333,8.6,,
2020-05-11T14:17:36.380Z,1.33,33.0143333,-116.0153333,8.55,,
2020-05-11T14:12:17.330Z,0.91,33.5,-116.5055,9.6,,
2020-05-11T14:10:09.513Z,2,57.7654,-154.5033,50.9,,
2020-05-11T14:08:29.012Z,4.4,-21.5487,-66.9268,247.44,,
2020-05-11T14:06:56.990Z,0.67,33.5061667,-116.781,6.66,,
